record_id,county_id,county_name,region,breed_id,breed_name,breed_type,altitude_m,avg_temp_c,min_temp_c,max_temp_c,avg_humidity_pct,annual_rainfall_mm,avg_thi,min_thi,max_thi,thi_category,disease_index,vegetation_zone,soil_fertility,milk_yield_actual,milk_yield_potential,yield_ratio,heat_tolerance_score,disease_resistance_score,feed_efficiency_score,overall_suitability,suitability_class,confidence,validation_source
10042,2,Nyandarua,Central,B001,Friesian,Pure Exotic,2450,17.39885327776427,8.7,22.1,68,1180,65.9,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,28.9,30.0,0.962,3,3.9,8,94.5,Good,9.0,Seasonal
10043,2,Nyandarua,Central,B001,Friesian,Pure Exotic,2450,18.675240691115185,8.7,22.1,68,1180,68.7,53.5,68.7,Moderate Stress,2.8,Moorland/Highland,Medium,29.9,30.0,0.998,3,3.9,8,93.4,Good,8.2,Seasonal
10044,2,Nyandarua,Central,B002,Ayrshire,Pure Exotic,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,22.5,24.0,0.937,5,4.9,7,94.6,Excellent,8.1,Literature
10045,2,Nyandarua,Central,B002,Ayrshire,Pure Exotic,2450,16.413180794285996,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,22.5,24.0,0.937,5,4.9,7,92.2,Good,7.9,Seasonal
10046,2,Nyandarua,Central,B002,Ayrshire,Pure Exotic,2450,18.408668158955933,8.7,22.1,68,1180,68.7,53.5,68.7,Moderate Stress,2.8,Moorland/Highland,Medium,23.9,24.0,0.994,5,4.9,7,94.0,Good,7.7,Seasonal
10047,2,Nyandarua,Central,B002,Ayrshire,Pure Exotic,2450,16.348107580565607,8.7,22.1,68,1180,61.9,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,22.5,24.0,0.936,5,4.9,7,100.0,Good,7.9,Seasonal
10048,2,Nyandarua,Central,B003,Jersey,Pure Exotic,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,19.3,20.0,0.966,6,5.8,9,98.9,Excellent,8.4,Literature
10049,2,Nyandarua,Central,B003,Jersey,Pure Exotic,2450,15.749493012978723,8.7,22.1,68,1180,59.6,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,18.9,20.0,0.947,6,5.8,9,97.5,Good,8.5,Seasonal
10050,2,Nyandarua,Central,B003,Jersey,Pure Exotic,2450,16.57601144564781,8.7,22.1,68,1180,62.8,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,19.4,20.0,0.971,6,5.8,9,93.2,Good,8.8,Seasonal
10051,2,Nyandarua,Central,B003,Jersey,Pure Exotic,2450,15.518237919660939,8.7,22.1,68,1180,58.8,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,18.8,20.0,0.94,6,5.8,9,91.0,Good,7.6,Seasonal
10052,2,Nyandarua,Central,B004,Sahiwal,Pure Indigenous,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,13.4,14.0,0.961,9,8.7,7,89.2,Excellent,8.0,Expert
10053,2,Nyandarua,Central,B004,Sahiwal,Pure Indigenous,2450,15.054359213973854,8.7,22.1,68,1180,57.0,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,12.9,14.0,0.921,9,8.7,7,75.9,Good,7.8,Seasonal
10054,2,Nyandarua,Central,B004,Sahiwal,Pure Indigenous,2450,17.33941367146413,8.7,22.1,68,1180,65.7,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,13.8,14.0,0.988,9,8.7,7,95.0,Good,8.9,Seasonal
10055,2,Nyandarua,Central,B004,Sahiwal,Pure Indigenous,2450,14.616603045198284,8.7,22.1,68,1180,55.3,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,12.7,14.0,0.908,9,8.7,7,69.2,Fair,7.7,Seasonal
10056,2,Nyandarua,Central,B005,Boran,Pure Indigenous,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,9.7,10.0,0.973,9,8.7,6,79.6,Good,8.4,Literature
10057,2,Nyandarua,Central,B005,Boran,Pure Indigenous,2450,17.96073322498998,8.7,22.1,68,1180,68.0,53.5,68.7,Moderate Stress,2.8,Moorland/Highland,Medium,10.2,10.0,1.019,9,8.7,6,92.6,Good,8.3,Seasonal
10058,2,Nyandarua,Central,B005,Boran,Pure Indigenous,2450,15.12991327123022,8.7,22.1,68,1180,57.3,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,9.3,10.0,0.935,9,8.7,6,61.0,Fair,8.8,Seasonal
10059,2,Nyandarua,Central,B005,Boran,Pure Indigenous,2450,18.370056841243585,8.7,22.1,68,1180,68.7,53.5,68.7,Moderate Stress,2.8,Moorland/Highland,Medium,10.3,10.0,1.031,9,8.7,6,93.3,Good,8.0,Seasonal
10060,2,Nyandarua,Central,B006,Friesian × Sahiwal,Crossbreed,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,21.0,22.0,0.954,7,6.8,8,96.4,Excellent,9.3,Literature
10061,2,Nyandarua,Central,B006,Friesian × Sahiwal,Crossbreed,2450,17.776987685619506,8.7,22.1,68,1180,67.3,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,21.9,22.0,0.994,7,6.8,8,99.3,Good,7.6,Seasonal
10062,2,Nyandarua,Central,B006,Friesian × Sahiwal,Crossbreed,2450,14.735213273345497,8.7,22.1,68,1180,55.8,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,19.9,22.0,0.905,7,6.8,8,84.6,Good,8.4,Seasonal
10063,2,Nyandarua,Central,B006,Friesian × Sahiwal,Crossbreed,2450,13.985249493953816,8.7,22.1,68,1180,53.5,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,19.4,22.0,0.883,7,6.8,8,72.2,Good,8.5,Seasonal
10064,2,Nyandarua,Central,B007,Ayrshire × Sahiwal,Crossbreed,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,18.4,20.0,0.92,7,6.8,7,90.8,Excellent,8.8,Literature
10065,2,Nyandarua,Central,B007,Ayrshire × Sahiwal,Crossbreed,2450,17.147649396752794,8.7,22.1,68,1180,64.9,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,18.8,20.0,0.941,7,6.8,7,95.2,Good,8.6,Seasonal
10066,2,Nyandarua,Central,B007,Ayrshire × Sahiwal,Crossbreed,2450,15.107265510484254,8.7,22.1,68,1180,57.2,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,17.7,20.0,0.883,7,6.8,7,81.0,Good,8.6,Seasonal
10067,2,Nyandarua,Central,B007,Ayrshire × Sahiwal,Crossbreed,2450,17.136193863312297,8.7,22.1,68,1180,64.9,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,18.8,20.0,0.94,7,6.8,7,100.0,Good,8.5,Seasonal
10068,2,Nyandarua,Central,B008,Jersey × Sahiwal,Crossbreed,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,16.5,18.0,0.916,8,7.8,8,93.0,Excellent,8.6,Expert
10069,2,Nyandarua,Central,B008,Jersey × Sahiwal,Crossbreed,2450,15.14042904542509,8.7,22.1,68,1180,57.3,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,15.8,18.0,0.88,8,7.8,8,83.4,Good,8.1,Seasonal
10070,2,Nyandarua,Central,B008,Jersey × Sahiwal,Crossbreed,2450,18.328869051471393,8.7,22.1,68,1180,68.7,53.5,68.7,Moderate Stress,2.8,Moorland/Highland,Medium,17.5,18.0,0.969,8,7.8,8,98.7,Good,8.7,Seasonal
10071,2,Nyandarua,Central,B008,Jersey × Sahiwal,Crossbreed,2450,16.412974498077542,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,16.5,18.0,0.916,8,7.8,8,93.2,Good,8.2,Seasonal
10072,2,Nyandarua,Central,B009,Friesian × Boran,Crossbreed,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,19.1,20.0,0.953,7,6.8,7,94.9,Excellent,8.4,Expert
10073,2,Nyandarua,Central,B009,Friesian × Boran,Crossbreed,2450,17.115723695863263,8.7,22.1,68,1180,64.8,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,19.5,20.0,0.974,7,6.8,7,94.7,Good,8.9,Seasonal
10074,2,Nyandarua,Central,B009,Friesian × Boran,Crossbreed,2450,18.633328598852724,8.7,22.1,68,1180,68.7,53.5,68.7,Moderate Stress,2.8,Moorland/Highland,Medium,20.4,20.0,1.018,7,6.8,7,100.0,Good,8.1,Seasonal
10075,2,Nyandarua,Central,B009,Friesian × Boran,Crossbreed,2450,14.016046553322028,8.7,22.1,68,1180,53.5,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,17.7,20.0,0.884,7,6.8,7,78.5,Good,8.1,Seasonal
10076,2,Nyandarua,Central,B010,Ayrshire × Boran,Crossbreed,2450,16.4,8.7,22.1,68,1180,62.1,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,17.4,18.0,0.968,7,7.8,7,100.0,Excellent,9.3,Expert
10077,2,Nyandarua,Central,B010,Ayrshire × Boran,Crossbreed,2450,15.83468082472147,8.7,22.1,68,1180,60.0,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,17.1,18.0,0.951,7,7.8,7,93.7,Good,8.0,Seasonal
10078,2,Nyandarua,Central,B010,Ayrshire × Boran,Crossbreed,2450,14.773904313695574,8.7,22.1,68,1180,55.9,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,16.6,18.0,0.92,7,7.8,7,80.2,Good,8.9,Seasonal
10079,2,Nyandarua,Central,B010,Ayrshire × Boran,Crossbreed,2450,17.364466599640863,8.7,22.1,68,1180,65.8,53.5,68.7,Comfortable,2.8,Moorland/Highland,Medium,17.9,18.0,0.996,7,7.8,7,99.3,Good,7.6,Seasonal
10080,3,Nyeri,Central,B001,Friesian,Pure Exotic,1950,18.8,11.6,24.3,74,1320,65.2,57.8,71.2,Comfortable,3.4,Highland Forest,High,29.4,30.0,0.979,3,3.9,8,96.0,Excellent,8.2,Expert
10081,3,Nyeri,Central,B001,Friesian,Pure Exotic,1950,20.92838412567367,11.6,24.3,74,1320,71.2,57.8,71.2,Moderate Stress,3.4,Highland Forest,High,31.0,30.0,1.035,3,3.9,8,97.2,Good,8.5,Seasonal
10082,3,Nyeri,Central,B001,Friesian,Pure Exotic,1950,19.942010233687295,11.6,24.3,74,1320,69.2,57.8,71.2,Moderate Stress,3.4,Highland Forest,High,30.3,30.0,1.009,3,3.9,8,93.6,Good,7.9,Seasonal
10083,3,Nyeri,Central,B001,Friesian,Pure Exotic,1950,20.544796916898818,11.6,24.3,74,1320,71.2,57.8,71.2,Moderate Stress,3.4,Highland Forest,High,30.7,30.0,1.025,3,3.9,8,97.8,Good,8.8,Seasonal
10084,3,Nyeri,Central,B002,Ayrshire,Pure Exotic,1950,18.8,11.6,24.3,74,1320,65.2,57.8,71.2,Comfortable,3.4,Highland Forest,High,22.8,24.0,0.951,5,4.8,7,99.7,Excellent,8.8,Literature
10085,3,Nyeri,Central,B002,Ayrshire,Pure Exotic,1950,19.645796569586594,11.6,24.3,74,1320,68.1,57.8,71.2,Moderate Stress,3.4,Highland Forest,High,23.3,24.0,0.972,5,4.8,7,97.7,Good,8.7,Seasonal
10086,3,Nyeri,Central,B002,Ayrshire,Pure Exotic,1950,20.999630127851074,11.6,24.3,74,1320,71.2,57.8,71.2,Moderate Stress,3.4,Highland Forest,High,24.2,24.0,1.006,5,4.8,7,94.2,Good,8.1,Seasonal
10087,3,Nyeri,Central,B002,Ayrshire,Pure Exotic,1950,16.5100581407025,11.6,24.3,74,1320,57.8,57.8,71.2,Comfortable,3.4,Highland Forest,High,21.4,24.0,0.893,5,4.8,7,96.0,Good,7.6,Seasonal
10088,3,Nyeri,Central,B003,Jersey,Pure Exotic,1950,18.8,11.6,24.3,74,1320,65.2,57.8,71.2,Comfortable,3.4,Highland Forest,High,19.1,20.0,0.953,6,5.8,9,96.3,Excellent,8.4,Expert
10089,3,Nyeri,Central,B003,Jersey,Pure Exotic,1950,16.15202140965624,11.6,24.3,74,1320,57.8,57.8,71.2,Comfortable,3.4,Highland Forest,High,17.7,20.0,0.885,6,5.8,9,86.5,Good,8.7,Seasonal
10090,3,Nyeri,Central,B003,Jersey,Pure Exotic,1950,18.01147521755952,11.6,24.3,74,1320,62.5,57.8,71.2,Comfortable,3.4,Highland Forest,High,18.7,20.0,0.933,6,5.8,9,93.0,Good,8.3,Seasonal
10091,3,Nyeri,Central,B003,Jersey,Pure Exotic,1950,20.322763639476165,11.6,24.3,74,1320,70.5,57.8,71.2,Moderate Stress,3.4,Highland Forest,High,19.8,20.0,0.991,6,5.8,9,93.9,Good,8.4,Seasonal
10092,3,Nyeri,Central,B004,Sahiwal,Pure Indigenous,1950,18.8,11.6,24.3,74,1320,65.2,57.8,71.2,Comfortable,3.4,Highland Forest,High,12.9,14.0,0.923,9,8.7,7,95.0,Excellent,8.8,Expert
10093,3,Nyeri,Central,B004,Sahiwal,Pure Indigenous,1950,19.575104644449887,11.6,24.3,74,1320,67.9,57.8,71.2,Comfortable,3.4,Highland Forest,High,13.2,14.0,0.942,9,8.7,7,100.0,Good,9.0,Seasonal
10094,3,Nyeri,Central,B004,Sahiwal,Pure Indigenous,1950,18.891933964418744,11.6,24.3,74,1320,65.5,57.8,71.2,Comfortable,3.4,Highland Forest,High,13.0,14.0,0.925,9,8.7,7,97.4,Good,8.7,Seasonal
10095,3,Nyeri,Central,B004,Sahiwal,Pure Indigenous,1950,17.5074938971181,11.6,24.3,74,1320,60.7,57.8,71.2,Comfortable,3.4,Highland Forest,High,12.5,14.0,0.891,9,8.7,7,87.2,Good,7.6,Seasonal
10096,3,Nyeri,Central,B005,Boran,Pure Indigenous,1950,18.8,11.6,24.3,74,1320,65.2,57.8,71.2,Comfortable,3.4,Highland Forest,High,9.8,10.0,0.978,9,8.7,6,85.0,Excellent,9.3,Literature
10097,3,Nyeri,Central,B005,Boran,Pure Indigenous,1950,18.28649460649648,11.6,24.3,74,1320,63.4,57.8,71.2,Comfortable,3.4,Highland Forest,High,9.6,10.0,0.964,9,8.7,6,81.8,Good,7.7,Seasonal
10098,3,Nyeri,Central,B005,Boran,Pure Indigenous,1950,17.391369945648318,11.6,24.3,74,1320,60.3,57.8,71.2,Comfortable,3.4,Highland Forest,High,9.4,10.0,0.941,9,8.7,6,76.6,Good,8.6,Seasonal
10099,3,Nyeri,Central,B005,Boran,Pure Indigenous,1950,19.703513204688,11.6,24.3,74,1320,68.3,57.8,71.2,Moderate Stress,3.4,Highland Forest,High,10.0,10.0,1.001,9,8.7,6,94.6,Good,8.9,Seasonal
10100,3,Nyeri,Central,B006,Friesian × Sahiwal,Crossbreed,1950,18.8,11.6,24.3,74,1320,65.2,57.8,71.2,Comfortable,3.4,Highland Forest,High,20.8,22.0,0.943,7,6.8,8,99.8,Excellent,8.9,Expert
10101,3,Nyeri,Central,B006,Friesian × Sahiwal,Crossbreed,1950,17.37720278078653,11.6,24.3,74,1320,60.3,57.8,71.2,Comfortable,3.4,Highland Forest,High,20.0,22.0,0.908,7,6.8,8,91.5,Good,8.6,Seasonal
10102,3,Nyeri,Central,B006,Friesian × Sahiwal,Crossbreed,1950,16.061179275871822,11.6,24.3,74,1320,57.8,57.8,71.2,Comfortable,3.4,Highland Forest,High,19.2,22.0,0.875,7,6.8,8,82.9,Good,7.6,Seasonal
10103,3,Nyeri,Central,B006,Friesian × Sahiwal,Crossbreed,1950,16.20971044507899,11.6,24.3,74,1320,57.8,57.8,71.2,Comfortable,3.4,Highland Forest,High,19.3,22.0,0.878,7,6.8,8,89.3,Good,8.6,Seasonal
10104,3,Nyeri,Central,B007,Ayrshire × Sahiwal,Crossbreed,1950,18.8,11.6,24.3,74,1320,65.2,57.8,71.2,Comfortable,3.4,Highland Forest,High,18.3,20.0,0.916,7,6.8,7,97.2,Excellent,8.7,Expert
10105,3,Nyeri,Central,B007,Ayrshire × Sahiwal,Crossbreed,1950,16.956858546292484,11.6,24.3,74,1320,58.8,57.8,71.2,Comfortable,3.4,Highland Forest,High,17.4,20.0,0.871,7,6.8,7,85.7,Good,8.1,Seasonal
10106,3,Nyeri,Central,B007,Ayrshire × Sahiwal,Crossbreed,1950,19.4533945530145,11.6,24.3,74,1320,67.5,57.8,71.2,Comfortable,3.4,Highland Forest,High,18.6,20.0,0.932,7,6.8,7,98.8,Good,7.6,Seasonal
